Accuracy,Precision,Recall,F1
0.855478141030549,0.8707291625394561,0.8788541263980164,0.8747727785370254
0.8337132609951066,0.8118833949205232,0.9220858813968051,0.8634826764482041
0.8417591860848749,0.8646380265276996,0.8652271327681765,0.8649324793377604
0.8439885893293583,0.818136623505751,0.9412208183850673,0.8753732516108754
0.8358233105010517,0.8797646493076673,0.829260488741351,0.8537663335895465
0.8385892582736779,0.8649669745567296,0.8560119646218509,0.8604661711627064
0.8354944325302033,0.8673964288617335,0.8447481957436702,0.8559225169945256
0.8464499085243189,0.8491742356637287,0.8980143237583059,0.872911653273183
0.84125,0.8419127119080744,0.8903601983543131,0.8654589755813338
0.8295853393384066,0.8673824116604074,0.8330942004693261,0.8498926143281212
0.8298584951401995,0.8939868988298527,0.8074078756083686,0.8484945100930594
0.8312925583196059,0.8201787661814216,0.9074657013194827,0.8616172056937197
0.8360085485631139,0.8721874872852047,0.8403768752286864,0.8559867427141498
0.8454798278029639,0.8565312159427059,0.8774322169059011,0.8668557472622705
0.8400920640485318,0.89295219319862,0.8257653692393838,0.8580455726347694
0.8442690577375115,0.8694475338005333,0.8634083378797355,0.8664174122045668
0.8352058776161297,0.8431673837328416,0.8769443852546346,0.8597242531857114
0.8443485236258069,0.8387448509813423,0.9074108055679345,0.8717277157283704
0.8354127709144417,0.8984646643867958,0.8136605719765196,0.8539623821893402
0.8406868171719563,0.856418234348241,0.8689020346446666,0.8626149703397921
0.8408918948132363,0.8345324625810181,0.9046247783599302,0.8681661740810399
0.84605663253192,0.8495106750431757,0.8937002172338885,0.8710453545145995
0.8430459551842006,0.8588581609729646,0.872385348773163,0.8655689070764506
0.8397687684238735,0.8820019063143208,0.8375396804575387,0.8591959629941128
0.8475563665793713,0.8485085368274766,0.8981218807459942,0.8726105709108541
0.8434974113283363,0.8524732915702737,0.88049883881707,0.866259451249711
0.8404214458393897,0.8421300034953656,0.8962160082093381,0.8683316037706537
0.8410835659667435,0.8369284805910495,0.9022667328232314,0.8683702898505195
0.8383667441037554,0.8395917197372849,0.8921850375451933,0.8650897603821558
0.8443020117762512,0.8651688394956187,0.8637842739784487,0.8644760023490471
0.8247167619593585,0.8360755864682272,0.8692750317513802,0.8523521488296439
0.8423639671594784,0.8397138889230278,0.9001501897133221,0.868882375008743
0.8435230302473108,0.8498441266675922,0.8875970525039216,0.8683104222010162
0.848473732272894,0.8400385033073354,0.9134215399479348,0.8751944662303767
0.8436648631323499,0.8604778763374136,0.8704161325704016,0.8654184732623834
0.8401183033207293,0.8708113579457674,0.8487350234302997,0.8596314775737736
0.8434700721209059,0.8711775138388779,0.8565729157033964,0.8638134887593673
0.8474663275156679,0.8300024078979051,0.9225334207603474,0.873825171589908
0.8402219223723985,0.8357383585702758,0.9054512728207765,0.8691992496050553
0.847638971445334,0.8925143684217922,0.8401100499986773,0.8655197083773379
0.8409297272127585,0.8680400509540181,0.8536693787380786,0.860794740666789
0.8510116025553065,0.8666833792930559,0.8858709578229897,0.8761721323939379
0.8510832710329777,0.853659752071264,0.8957551671394768,0.8742009977162251
0.8329525396012746,0.8716505042400432,0.8335405863054292,0.8521696792648044
0.8263660985748666,0.8278998231888972,0.885909780087343,0.8559230253973619
0.8450753620025874,0.8849183341582408,0.8420167388788719,0.8629346424606813
