Accuracy,Precision,Recall,F1
0.8323878928408761,0.8496425379803396,0.8490102693853252,0.8493262860120598
0.8417275298687044,0.8268961656870977,0.9026197204613152,0.8631002373562169
0.8531158547082114,0.9059254734270006,0.8447134211463154,0.8742492907409455
0.8463916652549551,0.8484140470121778,0.8896725814834063,0.8685536186714022
0.8550549687432636,0.8631260156596248,0.8856298317417007,0.8742331288343557
0.8550578964297202,0.8522163546167387,0.8583286324441938,0.8552615730517524
0.8454336468129572,0.8465604526503872,0.8741543665436654,0.8601361573373676
0.8418028301149245,0.8247073123920414,0.9079447809550641,0.8643266619732476
0.8513170488119512,0.8552242203505577,0.8712894248608535,0.8631820792647904
0.8424397995355091,0.8536270359474779,0.8668755464879044,0.8602002819854669
0.8338246131171703,0.8102317141261864,0.8965171055679976,0.8511933130476225
0.8230228685161867,0.8772038354469532,0.8037979168142847,0.8388981327417268
0.861388402042216,0.8510688278130139,0.9293317942798512,0.8884801667586293
0.8384100418410042,0.842227215278753,0.8813372520205731,0.8613385035185984
0.8248184322564488,0.8310272536687631,0.869870528856704,0.8500053607805297
0.8643158145821738,0.8355150072722465,0.9317997493179975,0.8810345428561469
0.8516260961893901,0.9286504424778761,0.803733843944471,0.8616884783166538
0.8511909410386568,0.8319607719871754,0.9208182577233509,0.8741371907922982
0.8231617963968624,0.8430594900849858,0.8279809220985691,0.8354521756567074
0.8365127672209026,0.8286604361370716,0.8945008571805354,0.8603227954466183
0.8313084817386055,0.8011012090594313,0.9358753315649867,0.8632596262654065
0.8406794055201698,0.8503002573634544,0.8776564344746163,0.863761801016703
0.8240096521214558,0.8638864109426108,0.8203444867993788,0.8415526106162647
0.8565175940370948,0.9235077746196289,0.8217659748568028,0.8696713245424129
0.8691972409123608,0.8778753356069952,0.8957500370205834,0.8867226151647304
0.8280341457379686,0.8858590122414521,0.788295394786267,0.8342343774844967
0.8464931627701808,0.8316777420017812,0.8985271260454445,0.8638110146577487
0.8399968300511155,0.8230217653404404,0.9121597862015612,0.8653012208953231
0.8499342664913773,0.860999306037474,0.8685334266713336,0.8647499564384038
0.8229276609564017,0.8259910375732507,0.8669947174180476,0.8459963282022314
0.8602530628640289,0.8400539360472582,0.929784663492289,0.8826446280991734
0.8651220361273353,0.8684915773353752,0.9051672541065372,0.8864502263180175
