Accuracy,Precision,Recall,F1
0.8566008571629312,0.8637857377587906,0.9081538638719336,0.885414327419717
0.8724959684644329,0.8726798683965485,0.9031802120141342,0.8876681189619247
0.8592233009708737,0.9102268501301599,0.8484470327232391,0.8782518210197711
0.887127986120379,0.8746937147415808,0.9283899842748277,0.9007423055482205
0.8756466900796798,0.8721218030450761,0.8798426150121066,0.8759651964292441
0.8587817898471435,0.8881885448067964,0.8795592705167173,0.8838528457279992
0.8501792586257935,0.8595705152723895,0.8879543915104989,0.8735319432490213
0.8642319386130013,0.8644999694544566,0.9022570772762051,0.8829750725361122
0.8726494876131728,0.8909723781720189,0.8931787483115714,0.8920741989881956
0.8702667232794226,0.8701178503115937,0.9182185180362026,0.893521305243149
0.8657698635439853,0.8292025577339746,0.9441034897713598,0.8829305348451172
0.852890260424507,0.8830578258464942,0.8775036638983879,0.8802719838279887
0.8633530019668634,0.8301377410468319,0.9368277062737052,0.8802617357520521
0.8470498244150064,0.8677327383165985,0.8607439286812173,0.8642242044507547
0.855357617654879,0.8515720048664916,0.8992494421529516,0.874761560218378
0.8711901306240929,0.9059207035099689,0.8594649021864211,0.882081564864366
0.834010688342027,0.8222528784421924,0.8940233067958925,0.8566374616511429
0.8764279905510591,0.8580153719461981,0.917651376146789,0.886831932475086
0.8717077034787775,0.8887214558942854,0.8863071498757297,0.8875126609752568
0.8618404556363506,0.8529036181210095,0.9070098292809105,0.8791250117521702
0.8592604712041885,0.8959893493093692,0.8694154376143826,0.8825023903838274
0.88296869740828,0.8609416369287441,0.9337661526936762,0.8958763812775132
0.8526592943654555,0.8642604311916765,0.9063044823125809,0.8847832651604579
0.8467222632745698,0.8181377825618945,0.9396093460254666,0.8746763335059555
0.881541677906663,0.8988128886376484,0.9022300402882597,0.9005182227508284
0.86623973727422,0.9015861187992336,0.8839430151855138,0.8926773998050118
0.84201726549971,0.87745621529261,0.8755861040068201,0.8765201621506293
0.8665454967322789,0.8769738227244017,0.880371988164013,0.8786696199416377
0.8603813971589803,0.8717482735344514,0.9014712199312714,0.8863606366971992
0.8571745398092704,0.8541644161175327,0.8974009760526614,0.8752490591100288
0.8682340647857889,0.897582517126196,0.8892752972851694,0.8934095967991885
0.8514538093485462,0.8756505370390876,0.8983301147336136,0.8868453515756421
0.8488106531745195,0.8749603903922936,0.8556023797719385,0.8651731160896131
0.8214239271781535,0.8577046637864185,0.8411646477266554,0.849354139812961
0.8787336316923587,0.8830133249396706,0.9217962760131435,0.9019881035314292
0.8433445019798964,0.8567776298268974,0.8676375404530744,0.8621733887176738
0.8329172205829902,0.8396950721481078,0.8747022121384005,0.8568412279483262
0.8627428002226585,0.8948598130841121,0.8662980648404122,0.8803473375047887
0.857790812672646,0.871754420561362,0.8566630062657451,0.8641428292174367
0.8787006890285455,0.884273570324575,0.9070550931430836,0.8955194678145177
0.8608104613793358,0.864354503682256,0.8948843271423916,0.8793545081967213
0.8752182163187856,0.8723980150802346,0.9118895250926238,0.8917067386865161
0.8629494528400209,0.8663391933815926,0.9116878876918054,0.8884352298637256
0.8388696255201109,0.8767053206002728,0.861571979219038,0.8690727749133632
0.8636563876651983,0.855284372046478,0.9326462564413459,0.8922916304158692
0.8427343258544768,0.8260974578829781,0.8941245670217632,0.8587659280647794
0.8685144999013612,0.8707787732598208,0.8965761930104665,0.8834892054890305
0.8318418948250257,0.8292023731048122,0.8732990835878922,0.8506796510448366
0.8462717214747617,0.8557945226674919,0.8819964917875937,0.8686979739280666
0.8637610091299158,0.9027327992727686,0.8635326086956522,0.8826977028415877
0.8492626574049998,0.8864565475405513,0.8519645120405577,0.8688683513216572
0.8522983924538329,0.875,0.8644492339954564,0.8696926187476192
0.8740567345304463,0.8689060186839552,0.9179700140222198,0.8927644174031627
0.8586573590814196,0.8854041736627488,0.8590795368592541,0.8720432330271979
0.8484294728131573,0.8822484155659539,0.8608333814945385,0.871409348856257
0.8733672634089049,0.8983379680527711,0.8749133967374189,0.8864709636247606
0.8717651602935497,0.8969146766660088,0.8860726587378956,0.8914607035438734
0.8306482603683231,0.8516185207949191,0.8544632303818285,0.8530385039632661
0.8738571526775281,0.8848492446561775,0.885071164336322,0.8849601905836625
0.8655458995863534,0.8824960547080484,0.88429860973842,0.8833964127036367
0.8612117385090897,0.8678693029090258,0.8809191778330201,0.8743455497382199
0.8530485228014907,0.8920517817371938,0.8493141607580678,0.8701585254081945
0.8165915308442184,0.7809031208229209,0.9313786650031192,0.8495289877979388
0.8341419462156917,0.9336480461578809,0.7904962806705895,0.8561293813503276
0.8475552421250587,0.8607688186445218,0.8764405046027958,0.8685339730378079
0.8780689086032597,0.8731151848839391,0.9018936211465133,0.8872711088504578
0.8546034639927074,0.8908967558899716,0.8586459014444511,0.874474074522505
0.8689600053281827,0.8865007350332033,0.9115929941618015,0.8988717843283391
0.8719410244718042,0.876027194797517,0.9208874526132621,0.8978973519966067
0.8488210818307905,0.8665050134346943,0.8751075517903236,0.8707850368809275
0.8583143672555182,0.8659706912203345,0.8780407626561473,0.8719639592582921
0.8555705875900399,0.8804221082089553,0.8882941176470588,0.8843405949871165
0.8549719300509776,0.8898073263558516,0.8499289974439079,0.8694111153075157
