Accuracy,Precision,Recall,F1
0.857443968242816,0.8611593573599653,0.9136243233905332,0.8866163732886282
0.8682673356029386,0.866243607910788,0.9033087054288468,0.8843879733299786
0.8589328686416065,0.90715024375831,0.8514281752634498,0.878406408697518
0.8660416388629387,0.8477693205178065,0.922886173944599,0.8837343989806851
0.8861825459763604,0.85345066518847,0.9319763922518159,0.8909866898148148
0.8563944427865645,0.8735223959713756,0.8944311767260096,0.8838531470406823
0.8472190244383778,0.8558671385788184,0.8872205915556559,0.8712618829855048
0.8565947589402055,0.8489521314598714,0.9091430757459832,0.8780172413793103
0.8682386495539416,0.8655466638401611,0.9191805493021161,0.8915577148784015
0.8742038831203922,0.8702944237008019,0.9257715848417762,0.8971762107587947
0.8648020903900125,0.8262375977741614,0.946991576413959,0.8825030138215256
0.8289929248833359,0.8819238218205294,0.8342085979482169,0.8574028745371243
0.8579524619128579,0.8246731846643963,0.9335323011875893,0.875732742278865
0.8526824519314349,0.8777163672905414,0.8592068859514295,0.8683630036971448
0.8436206176168952,0.8358932393302279,0.8978970856717831,0.8657864710676446
0.8811885179809709,0.8845910845910846,0.9062859608745685,0.895307115705709
0.8495951870459855,0.85090545494945,0.8836967808930426,0.8669911704776998
0.8780544475854858,0.8428010471204188,0.9451743119266055,0.8910569105691056
0.8778137170770348,0.8651914710779312,0.9311022484249465,0.8969376391982182
0.8599061503743239,0.8301045774044231,0.9393429901707191,0.8813518187058217
0.8634489528795811,0.8989641610812608,0.873560124878889,0.8860800960934727
0.8797711208347357,0.8589307341830555,0.9297084711904613,0.8929192397625757
0.8429699842022117,0.8488152652547704,0.9106349474157809,0.8786390644924981
0.8415144797494634,0.8186831185848439,0.9268760044504883,0.8694265669391779
0.8828567574858376,0.885846741205345,0.9216364977586109,0.9033872851660271
0.861247947454844,0.8991129635566956,0.8780462349319,0.8884547350634951
0.8492510321766131,0.8758512310110005,0.8908780903665814,0.8833007554545934
0.8672802505897367,0.8556510244547257,0.9120755248696633,0.8829627608784613
0.8551598884348447,0.8696219715956558,0.8942762027491409,0.8817767894959764
0.8483667585463993,0.832401077273669,0.9120417659743503,0.8704034660167885
0.8576454197143852,0.8929817537035978,0.8757011442674445,0.8842570303871314
0.8387191755612808,0.8792154163799036,0.8707258889015108,0.8749500599280862
0.8452970731878712,0.8522788686723113,0.8795860188398612,0.8657171612430998
0.8210988296488947,0.8502116574405731,0.8509967950459014,0.8506040450658342
0.8815183159290568,0.8640194328772556,0.9544906900328587,0.907004579517069
0.8423393237892172,0.8637452367991291,0.8558252427184466,0.8597670008127879
0.8440387795467073,0.8382585751978892,0.9010209869540556,0.8685073810825588
0.8560337503295931,0.878098026348998,0.8743905503895452,0.8762403666952099
0.8629403539883368,0.8605309511826875,0.8835992506943996,0.8719125474073366
0.854054667979102,0.8564928909952607,0.8953626634958383,0.8754965604108129
0.8562299139300358,0.8439545918673794,0.9156728576083415,0.8783521910358193
0.8800379506641366,0.8781719316416364,0.9138430447962277,0.8956524609645793
